user_id,date_served,marketing_channel,variant,language_displayed,language_preferred,age_group,date_subscribed,date_canceled
a100009157,1/6/2018,Youtube,personalization,English,English,30-36 years,,
a100009158,1/6/2018,LinkedIn,personalization,English,English,36-45 years,,
a100009159,1/6/2018,Facebook,personalization,English,English,45-55 years,,
a100009160,1/6/2018,Instagram,personalization,English,English,55+ years,,
a100009161,1/6/2018,Instagram,personalization,English,English,0-18 years,,
a100009162,1/6/2018,Facebook,personalization,English,English,19-24 years,,
a100009163,1/6/2018,Youtube,personalization,English,English,24-30 years,,
a100009164,1/7/2018,Youtube,personalization,English,English,30-36 years,,
a100009165,1/7/2018,Youtube,personalization,English,English,36-45 years,,
a100009166,1/7/2018,Youtube,personalization,English,English,45-55 years,,
a100009167,1/7/2018,LinkedIn,personalization,English,English,55+ years,,
a100009168,1/7/2018,Youtube,personalization,English,English,0-18 years,,
a100009169,1/7/2018,Youtube,personalization,English,English,19-24 years,,
a100009170,1/8/2018,Youtube,personalization,English,English,24-30 years,,
a100009171,1/8/2018,LinkedIn,personalization,English,English,30-36 years,,
a100009172,1/8/2018,Facebook,personalization,English,English,36-45 years,,
a100009173,1/8/2018,Instagram,personalization,English,English,45-55 years,,
a100009174,1/8/2018,Instagram,personalization,English,English,55+ years,,
a100009175,1/8/2018,Facebook,personalization,English,English,0-18 years,,
a100009176,1/8/2018,Youtube,personalization,English,English,19-24 years,,
a100009177,1/9/2018,Youtube,personalization,English,English,24-30 years,,
a100009178,1/9/2018,Youtube,personalization,English,English,30-36 years,,
a100009179,1/9/2018,Youtube,personalization,English,English,36-45 years,,
a100009180,1/9/2018,LinkedIn,personalization,English,English,45-55 years,,
a100009181,1/9/2018,Youtube,personalization,English,English,55+ years,,
a100009182,1/9/2018,Youtube,personalization,English,English,0-18 years,,
a100009183,1/9/2018,Youtube,personalization,English,English,19-24 years,,
a100009184,1/10/2018,LinkedIn,personalization,English,English,24-30 years,,
a100009185,1/10/2018,Facebook,personalization,English,English,30-36 years,,
a100009186,1/10/2018,Instagram,personalization,English,English,36-45 years,,
a100009187,1/10/2018,Instagram,personalization,English,English,45-55 years,,
a100009188,1/10/2018,Facebook,personalization,English,English,55+ years,,
a100009189,1/10/2018,Youtube,personalization,English,English,0-18 years,,
a100009190,1/10/2018,Youtube,personalization,English,English,19-24 years,,
a100009191,1/11/2018,Youtube,personalization,English,English,24-30 years,,
a100009192,1/11/2018,Youtube,personalization,English,English,30-36 years,,
a100009193,1/11/2018,LinkedIn,personalization,English,English,36-45 years,,
a100009194,1/11/2018,Youtube,personalization,English,English,45-55 years,,
a100009195,1/11/2018,Youtube,personalization,English,English,55+ years,,
a100009196,1/11/2018,Youtube,personalization,English,English,0-18 years,,
a100009197,1/11/2018,LinkedIn,personalization,English,English,19-24 years,,
a100009198,1/12/2018,Facebook,personalization,English,English,24-30 years,,
a100009199,1/12/2018,Instagram,personalization,English,English,30-36 years,,
a100009200,1/12/2018,Instagram,personalization,English,English,36-45 years,,
a100009201,1/12/2018,Facebook,personalization,English,English,45-55 years,,
a100009202,1/12/2018,Youtube,personalization,English,English,55+ years,,
a100009203,1/12/2018,Youtube,personalization,English,English,0-18 years,,
a100009204,1/12/2018,Youtube,personalization,English,English,19-24 years,,
a100009205,1/13/2018,Youtube,personalization,English,English,24-30 years,,
a100009206,1/13/2018,LinkedIn,personalization,English,English,30-36 years,,
a100009207,1/13/2018,Youtube,personalization,English,English,36-45 years,,
a100009208,1/13/2018,Youtube,personalization,English,English,45-55 years,,
a100009209,1/13/2018,Youtube,personalization,English,English,55+ years,,
a100009210,1/13/2018,LinkedIn,personalization,English,English,0-18 years,,
a100009211,1/13/2018,Facebook,personalization,English,English,19-24 years,,
a100009212,1/14/2018,Instagram,personalization,English,English,24-30 years,,
a100009213,1/14/2018,Instagram,personalization,English,English,30-36 years,,
a100009214,1/14/2018,Facebook,personalization,English,English,36-45 years,,
a100009215,1/14/2018,Youtube,personalization,English,English,45-55 years,,
a100009216,1/14/2018,Youtube,personalization,English,English,55+ years,,
a100009217,1/14/2018,Youtube,personalization,English,English,0-18 years,,
a100009218,1/14/2018,Youtube,personalization,English,English,19-24 years,,
a100009219,1/15/2018,LinkedIn,personalization,English,English,24-30 years,,
a100009220,1/15/2018,Youtube,personalization,English,English,30-36 years,,
a100009221,1/15/2018,Youtube,personalization,English,English,36-45 years,,
a100009222,1/15/2018,Youtube,personalization,English,English,45-55 years,,
a100009223,1/15/2018,LinkedIn,personalization,English,English,55+ years,,
a100009224,1/15/2018,Facebook,personalization,English,English,0-18 years,,
a100009225,1/15/2018,Instagram,personalization,English,English,19-24 years,,
a100009226,1/16/2018,Instagram,personalization,English,English,24-30 years,,
a100009227,1/16/2018,Facebook,personalization,English,English,30-36 years,,
a100009228,1/16/2018,Youtube,personalization,English,English,36-45 years,,
a100009229,1/16/2018,Youtube,personalization,English,English,45-55 years,,
a100009230,1/16/2018,Youtube,personalization,English,English,55+ years,,
a100009231,1/16/2018,Youtube,personalization,English,English,0-18 years,,
a100009232,1/16/2018,LinkedIn,personalization,English,English,19-24 years,,
a100009233,1/17/2018,Youtube,personalization,English,English,24-30 years,,
a100009234,1/17/2018,Youtube,personalization,English,English,30-36 years,,
a100009235,1/17/2018,Youtube,personalization,English,English,36-45 years,,
a100009236,1/17/2018,LinkedIn,personalization,English,English,45-55 years,,
a100009237,1/17/2018,Facebook,personalization,English,English,55+ years,,
a100009238,1/17/2018,Instagram,personalization,English,English,0-18 years,,
a100009239,1/17/2018,Instagram,personalization,English,English,19-24 years,,
a100009240,1/18/2018,Facebook,personalization,English,English,24-30 years,,
a100009241,1/18/2018,Youtube,personalization,English,English,30-36 years,,
a100009242,1/18/2018,Youtube,personalization,English,English,36-45 years,,
a100009243,1/18/2018,Youtube,personalization,English,English,45-55 years,,
a100009244,1/18/2018,Youtube,personalization,English,English,55+ years,,
a100009245,1/18/2018,LinkedIn,personalization,English,English,0-18 years,,
a100009246,1/18/2018,Youtube,personalization,English,English,19-24 years,,
a100009247,1/19/2018,Youtube,personalization,English,English,24-30 years,,
a100009248,1/19/2018,Youtube,personalization,English,English,30-36 years,,
a100009249,1/19/2018,LinkedIn,personalization,English,English,36-45 years,,
a100009250,1/19/2018,Facebook,personalization,English,English,45-55 years,,
a100009251,1/19/2018,Instagram,personalization,English,English,55+ years,,
a100009252,1/19/2018,Instagram,personalization,English,English,0-18 years,,
a100009253,1/19/2018,Facebook,personalization,English,English,19-24 years,,
a100009254,1/20/2018,Youtube,personalization,English,English,24-30 years,,
a100009255,1/20/2018,Youtube,personalization,English,English,30-36 years,,
a100009256,1/20/2018,Youtube,personalization,English,English,36-45 years,,
a100009257,1/20/2018,Youtube,personalization,English,English,45-55 years,,
a100009258,1/20/2018,LinkedIn,personalization,English,English,55+ years,,
a100009259,1/20/2018,Youtube,personalization,English,English,0-18 years,,
a100009260,1/20/2018,Youtube,personalization,English,English,19-24 years,,
a100009261,1/21/2018,Youtube,personalization,English,English,24-30 years,,
a100009262,1/21/2018,LinkedIn,personalization,English,English,30-36 years,,
a100009263,1/21/2018,Facebook,personalization,English,English,36-45 years,,
a100009264,1/26/2018,Instagram,personalization,English,English,45-55 years,,
a100009265,1/26/2018,Instagram,personalization,English,English,55+ years,,
a100009266,1/27/2018,Facebook,personalization,English,English,0-18 years,,
a100009267,1/27/2018,Youtube,personalization,English,English,19-24 years,,
a100009268,1/27/2018,Youtube,personalization,English,English,24-30 years,,
a100009269,1/27/2018,Youtube,personalization,English,English,30-36 years,,
a100009270,1/27/2018,Youtube,personalization,English,English,36-45 years,,
a100009271,1/27/2018,LinkedIn,personalization,English,English,45-55 years,,
a100009272,1/27/2018,Youtube,personalization,English,English,55+ years,,
a100009273,1/28/2018,Youtube,personalization,English,English,0-18 years,,
a100009274,1/28/2018,Youtube,personalization,English,English,19-24 years,,
a100009275,1/28/2018,LinkedIn,personalization,English,English,24-30 years,,
a100009276,1/28/2018,Facebook,personalization,English,English,30-36 years,,
a100009277,1/28/2018,Instagram,personalization,English,English,36-45 years,,
a100009278,1/28/2018,Instagram,personalization,English,English,45-55 years,,
a100009279,1/28/2018,Facebook,personalization,English,English,55+ years,,
a100009280,1/29/2018,Youtube,personalization,English,English,0-18 years,,
a100009281,1/29/2018,Youtube,personalization,English,English,19-24 years,,
a100009282,1/29/2018,Youtube,personalization,English,English,24-30 years,,
a100009283,1/29/2018,Youtube,personalization,English,English,30-36 years,,
a100009284,1/29/2018,LinkedIn,personalization,English,English,36-45 years,,
a100009285,1/29/2018,Youtube,personalization,English,English,45-55 years,,
a100009286,1/29/2018,Youtube,personalization,English,English,55+ years,,
a100009287,1/30/2018,Youtube,personalization,English,English,0-18 years,,
a100009288,1/30/2018,LinkedIn,personalization,English,English,19-24 years,,
a100009289,1/30/2018,Facebook,personalization,English,English,24-30 years,,
a100009290,1/30/2018,Instagram,personalization,English,English,30-36 years,,
a100009291,1/30/2018,Instagram,personalization,English,English,36-45 years,,
a100009292,1/30/2018,Facebook,personalization,English,English,45-55 years,,
a100009293,1/30/2018,Youtube,personalization,English,English,55+ years,,
a100009294,1/31/2018,Youtube,personalization,English,English,0-18 years,,
a100009295,1/31/2018,Youtube,personalization,English,English,19-24 years,,
a100009296,1/31/2018,Youtube,personalization,English,English,24-30 years,,
a100009297,1/31/2018,LinkedIn,personalization,English,English,30-36 years,,
a100009298,1/31/2018,Youtube,personalization,English,English,36-45 years,,
a100009299,1/31/2018,Youtube,personalization,English,English,45-55 years,,
a100009300,1/31/2018,Youtube,personalization,English,English,55+ years,,
a100009301,1/1/2018,LinkedIn,personalization,English,English,0-18 years,,
a100009302,1/1/2018,Facebook,personalization,English,English,19-24 years,,
a100009303,1/1/2018,Instagram,personalization,English,English,24-30 years,,
a100009304,1/1/2018,Instagram,personalization,English,English,30-36 years,,
a100009305,1/1/2018,Facebook,personalization,English,English,36-45 years,,
a100009306,1/1/2018,Youtube,personalization,English,English,45-55 years,,
a100009307,1/1/2018,Youtube,personalization,English,English,55+ years,,
a100009308,1/2/2018,Youtube,personalization,English,English,0-18 years,,
a100009309,1/2/2018,Youtube,personalization,English,English,19-24 years,,
a100009310,1/2/2018,LinkedIn,personalization,English,English,24-30 years,,
a100009311,1/2/2018,Youtube,personalization,English,English,30-36 years,,
a100009312,1/2/2018,Youtube,personalization,English,English,36-45 years,,
a100009313,1/2/2018,Youtube,personalization,English,English,45-55 years,,
a100009314,1/2/2018,LinkedIn,personalization,English,English,55+ years,,
a100009315,1/3/2018,Facebook,personalization,English,English,0-18 years,,
a100009316,1/3/2018,Instagram,personalization,English,English,19-24 years,,
a100009317,1/3/2018,Instagram,personalization,English,English,24-30 years,,
a100009318,1/3/2018,Facebook,personalization,English,English,30-36 years,,
a100009319,1/3/2018,Youtube,personalization,English,English,36-45 years,,
a100009320,1/3/2018,Youtube,personalization,English,English,45-55 years,,
a100009321,1/3/2018,Youtube,personalization,English,English,55+ years,,
a100009322,1/4/2018,Youtube,personalization,English,English,0-18 years,,
a100009323,1/4/2018,LinkedIn,personalization,English,English,19-24 years,,
a100009324,1/4/2018,Youtube,personalization,English,English,24-30 years,,
a100009325,1/4/2018,Youtube,personalization,English,English,30-36 years,,
a100009326,1/4/2018,Youtube,personalization,English,English,36-45 years,,
a100009327,1/4/2018,LinkedIn,personalization,English,English,45-55 years,,
a100009328,1/4/2018,Facebook,personalization,English,English,55+ years,,
a100009329,1/5/2018,Instagram,personalization,English,English,0-18 years,,
a100009330,1/5/2018,Instagram,personalization,English,English,19-24 years,,
a100009331,1/5/2018,Facebook,personalization,English,English,24-30 years,,
a100009332,1/5/2018,Youtube,personalization,English,English,30-36 years,,
a100009333,1/5/2018,Youtube,personalization,English,English,36-45 years,,
a100009334,1/5/2018,Youtube,personalization,English,English,45-55 years,,
a100009335,1/5/2018,Youtube,personalization,English,English,55+ years,,
a100009336,1/6/2018,LinkedIn,personalization,English,English,0-18 years,,
a100009337,1/6/2018,Youtube,personalization,English,English,19-24 years,,
a100009338,1/6/2018,Youtube,personalization,English,English,24-30 years,,
a100009339,1/6/2018,Youtube,personalization,English,English,30-36 years,,
a100009340,1/6/2018,LinkedIn,personalization,English,English,36-45 years,,
a100009341,1/6/2018,Facebook,personalization,English,English,45-55 years,,
a100009342,1/6/2018,Instagram,personalization,English,English,55+ years,,
a100009343,1/7/2018,Instagram,personalization,English,English,0-18 years,,
a100009344,1/7/2018,Facebook,personalization,English,English,19-24 years,,
a100009345,1/7/2018,Youtube,personalization,English,English,24-30 years,,
a100009346,1/7/2018,Youtube,personalization,English,English,30-36 years,,
a100009347,1/7/2018,Youtube,personalization,English,English,36-45 years,,
a100009348,1/7/2018,Youtube,personalization,English,English,45-55 years,,
a100009349,1/8/2018,LinkedIn,personalization,English,English,55+ years,,
a100009350,1/8/2018,Youtube,personalization,English,English,0-18 years,,
a100009351,1/8/2018,Youtube,personalization,English,English,19-24 years,,
a100009352,1/8/2018,Youtube,personalization,English,English,24-30 years,,
a100009353,1/8/2018,LinkedIn,personalization,English,English,30-36 years,,
a100009354,1/8/2018,Facebook,personalization,English,English,36-45 years,,
a100009355,1/8/2018,Instagram,personalization,English,English,45-55 years,,
a100009356,1/9/2018,Instagram,personalization,English,English,55+ years,,
a100009357,1/9/2018,Facebook,personalization,English,English,0-18 years,,
a100009358,1/9/2018,Youtube,personalization,English,English,19-24 years,,
a100009359,1/9/2018,Youtube,personalization,English,English,24-30 years,,
a100009360,1/9/2018,Youtube,personalization,English,English,30-36 years,,
a100009361,1/9/2018,Youtube,personalization,English,English,36-45 years,,
a100009362,1/9/2018,LinkedIn,personalization,English,English,45-55 years,,
a100009363,1/10/2018,Youtube,personalization,English,English,55+ years,,
a100009364,1/10/2018,Youtube,personalization,English,English,0-18 years,,
a100009365,1/10/2018,Youtube,personalization,English,English,19-24 years,,
a100009366,1/10/2018,LinkedIn,personalization,English,English,24-30 years,,
a100009367,1/10/2018,Facebook,personalization,English,English,30-36 years,,
a100009368,1/10/2018,Instagram,personalization,English,English,36-45 years,,
a100009369,1/10/2018,Instagram,personalization,English,English,45-55 years,,
a100009370,1/11/2018,Facebook,personalization,English,English,55+ years,,
a100009371,1/11/2018,Youtube,personalization,English,English,0-18 years,,
a100009372,1/11/2018,Youtube,personalization,English,English,19-24 years,,
a100009373,1/11/2018,Youtube,personalization,English,English,24-30 years,,
a100009374,1/11/2018,Youtube,personalization,English,English,30-36 years,,
a100009375,1/11/2018,LinkedIn,personalization,English,English,36-45 years,,
a100009376,1/11/2018,Youtube,personalization,English,English,45-55 years,,
a100009377,1/12/2018,Youtube,personalization,English,English,55+ years,,
a100009378,1/12/2018,Youtube,personalization,English,English,0-18 years,,
a100009379,1/12/2018,LinkedIn,personalization,English,English,19-24 years,,
a100009380,1/12/2018,Facebook,personalization,English,English,24-30 years,,
a100009381,1/12/2018,Instagram,personalization,English,English,30-36 years,,
a100009382,1/12/2018,Instagram,personalization,English,English,36-45 years,,
a100009383,1/12/2018,Facebook,personalization,English,English,45-55 years,,
a100009384,1/13/2018,Youtube,personalization,English,English,55+ years,,
a100009385,1/13/2018,Youtube,personalization,English,English,0-18 years,,
a100009386,1/13/2018,Youtube,personalization,English,English,19-24 years,,
a100009387,1/13/2018,Youtube,personalization,English,English,24-30 years,,
a100009388,1/13/2018,LinkedIn,personalization,English,English,30-36 years,,
a100009389,1/13/2018,Youtube,personalization,English,English,36-45 years,,
a100009390,1/13/2018,Youtube,personalization,English,English,45-55 years,,
a100009391,1/14/2018,Youtube,personalization,English,English,55+ years,,
a100009392,1/14/2018,LinkedIn,personalization,English,English,0-18 years,,
a100009393,1/14/2018,Facebook,personalization,English,English,19-24 years,,
a100009394,1/14/2018,Instagram,personalization,English,English,24-30 years,,
a100009395,1/14/2018,Instagram,personalization,English,English,30-36 years,,
a100009396,1/14/2018,Facebook,personalization,English,English,36-45 years,,
a100009397,1/14/2018,Youtube,personalization,English,English,45-55 years,,
a100009398,1/15/2018,Youtube,personalization,English,English,55+ years,,
a100009399,1/15/2018,Youtube,personalization,English,English,0-18 years,,
a100009400,1/15/2018,Youtube,personalization,English,English,19-24 years,,
a100009401,1/15/2018,LinkedIn,personalization,English,English,24-30 years,,
a100009402,1/15/2018,Youtube,personalization,English,English,30-36 years,,
a100009403,1/15/2018,Youtube,personalization,English,English,36-45 years,,
a100009404,1/15/2018,Youtube,personalization,English,English,45-55 years,,
a100009405,1/16/2018,LinkedIn,personalization,English,English,55+ years,,
a100009406,1/16/2018,Facebook,personalization,English,English,0-18 years,,
a100009407,1/16/2018,Instagram,personalization,English,English,19-24 years,,
a100009408,1/16/2018,Instagram,personalization,English,English,24-30 years,,
a100009409,1/16/2018,Facebook,personalization,English,English,30-36 years,,
a100009410,1/16/2018,Youtube,personalization,English,English,36-45 years,,
a100009411,1/16/2018,Youtube,personalization,English,English,45-55 years,,
a100009412,1/17/2018,Youtube,personalization,English,English,55+ years,,
a100009413,1/17/2018,Youtube,personalization,English,English,0-18 years,,
a100009414,1/17/2018,LinkedIn,personalization,English,English,19-24 years,,
a100009415,1/17/2018,Youtube,personalization,English,English,24-30 years,,
a100009416,1/17/2018,Youtube,personalization,English,English,30-36 years,,
a100009417,1/17/2018,Youtube,personalization,English,English,36-45 years,,
a100009418,1/17/2018,LinkedIn,personalization,English,English,45-55 years,,
a100009419,1/18/2018,Facebook,personalization,English,English,55+ years,,
a100009420,1/18/2018,Instagram,personalization,English,English,0-18 years,,
a100009421,1/18/2018,Instagram,personalization,English,English,19-24 years,,
a100009422,1/18/2018,Facebook,personalization,English,English,24-30 years,,
a100009423,1/18/2018,Youtube,personalization,English,English,30-36 years,,
a100009424,1/18/2018,Youtube,personalization,English,English,36-45 years,,
a100009425,1/18/2018,Youtube,personalization,English,English,45-55 years,,
a100009426,1/19/2018,Youtube,personalization,English,English,55+ years,,
a100009427,1/19/2018,LinkedIn,personalization,English,English,0-18 years,,
a100009428,1/19/2018,Youtube,personalization,English,English,19-24 years,,
a100009429,1/19/2018,Youtube,personalization,English,English,24-30 years,,
a100009430,1/19/2018,Youtube,personalization,English,English,30-36 years,,
a100009431,1/19/2018,LinkedIn,personalization,English,English,36-45 years,,
a100009432,1/19/2018,Facebook,personalization,English,English,45-55 years,,
a100009433,1/20/2018,Instagram,personalization,English,English,55+ years,,
a100009434,1/20/2018,Instagram,personalization,English,English,0-18 years,,
a100009435,1/20/2018,Facebook,personalization,English,English,19-24 years,,
a100009436,1/20/2018,Youtube,personalization,English,English,24-30 years,,
a100009437,1/20/2018,Youtube,personalization,English,English,30-36 years,,
a100009438,1/20/2018,Youtube,personalization,English,English,36-45 years,,
a100009439,1/20/2018,Youtube,personalization,English,English,45-55 years,,
a100009440,1/21/2018,LinkedIn,personalization,English,English,55+ years,,
a100009441,1/21/2018,Youtube,personalization,English,English,0-18 years,,
a100009442,1/21/2018,Youtube,personalization,English,English,19-24 years,,
a100009443,1/26/2018,Youtube,personalization,English,English,24-30 years,,
a100009444,1/26/2018,LinkedIn,personalization,English,English,30-36 years,,
a100009445,1/27/2018,Facebook,personalization,English,English,36-45 years,,
a100009446,1/27/2018,Instagram,personalization,English,English,45-55 years,,
a100009447,1/27/2018,Instagram,personalization,English,English,55+ years,,
a100009448,1/27/2018,Facebook,personalization,English,English,0-18 years,,
a100009449,1/27/2018,Youtube,personalization,English,English,19-24 years,,
a100009450,1/27/2018,Youtube,personalization,English,English,24-30 years,,
a100009451,1/27/2018,Youtube,personalization,English,English,30-36 years,,
a100009452,1/28/2018,Youtube,personalization,English,English,36-45 years,,
a100009453,1/28/2018,LinkedIn,personalization,English,English,45-55 years,,
a100009454,1/28/2018,Youtube,personalization,English,English,55+ years,,
a100009455,1/28/2018,Youtube,personalization,English,English,0-18 years,,
a100009456,1/28/2018,Youtube,personalization,English,English,19-24 years,,
a100009457,1/28/2018,LinkedIn,personalization,English,English,24-30 years,,
a100009458,1/28/2018,Facebook,personalization,English,English,30-36 years,,
a100009459,1/29/2018,Instagram,personalization,English,English,36-45 years,,
a100009460,1/29/2018,Instagram,personalization,English,English,45-55 years,,
a100009461,1/29/2018,Facebook,personalization,English,English,55+ years,,
a100009462,1/29/2018,Youtube,personalization,English,English,0-18 years,,
a100009463,1/29/2018,Youtube,personalization,English,English,19-24 years,,
a100009464,1/29/2018,Youtube,personalization,English,English,24-30 years,,
a100009465,1/29/2018,Youtube,personalization,English,English,30-36 years,,
a100009466,1/30/2018,LinkedIn,personalization,English,English,36-45 years,,
a100009467,1/30/2018,Youtube,personalization,English,English,45-55 years,,
a100009468,1/30/2018,Youtube,personalization,English,English,55+ years,,
a100009469,1/30/2018,Youtube,personalization,English,English,0-18 years,,
a100009470,1/30/2018,LinkedIn,personalization,English,English,19-24 years,,
a100009471,1/30/2018,Facebook,personalization,English,English,24-30 years,,
a100009472,1/30/2018,Instagram,personalization,English,English,30-36 years,,
a100009473,1/31/2018,Instagram,personalization,English,English,36-45 years,,
a100009474,1/31/2018,Facebook,personalization,English,English,45-55 years,,
a100009475,1/31/2018,Youtube,personalization,English,English,55+ years,,
a100009476,1/31/2018,Youtube,personalization,English,English,0-18 years,,
a100009477,1/31/2018,Youtube,personalization,English,English,19-24 years,,
a100009478,1/31/2018,Youtube,personalization,English,English,24-30 years,,
a100009479,1/31/2018,LinkedIn,personalization,English,English,30-36 years,,
a100009480,1/1/2018,Youtube,personalization,English,English,36-45 years,,
a100009481,1/1/2018,Youtube,personalization,English,English,45-55 years,,
a100009482,1/1/2018,Youtube,personalization,English,English,55+ years,,
a100009483,1/1/2018,LinkedIn,personalization,English,English,0-18 years,,
a100009484,1/1/2018,Facebook,personalization,English,English,19-24 years,,
a100009485,1/1/2018,Instagram,personalization,English,English,24-30 years,,
a100009486,1/1/2018,Instagram,personalization,English,English,30-36 years,,
a100009487,1/2/2018,Facebook,personalization,English,English,36-45 years,,
a100009488,1/2/2018,Youtube,personalization,English,English,45-55 years,,
a100009489,1/2/2018,Youtube,personalization,English,English,55+ years,,
a100009490,1/2/2018,Youtube,personalization,English,English,0-18 years,,
a100009491,1/2/2018,Youtube,personalization,English,English,19-24 years,,
a100009492,1/31/2018,Facebook,personalization,English,English,19-24 years,,
a100009493,1/2/2018,LinkedIn,personalization,English,English,24-30 years,,
a100009494,1/31/2018,Instagram,personalization,English,English,24-30 years,,
a100009495,1/2/2018,Youtube,personalization,English,English,30-36 years,,
a100009496,1/31/2018,Facebook,personalization,English,English,30-36 years,,
a100009497,1/3/2018,Youtube,personalization,English,English,36-45 years,,
a100009498,1/31/2018,Instagram,personalization,English,English,36-45 years,,
a100009499,1/3/2018,Youtube,personalization,English,English,45-55 years,,
a100009500,1/31/2018,Facebook,personalization,English,English,45-55 years,,
a100009501,1/3/2018,LinkedIn,personalization,English,English,55+ years,,
a100009502,1/31/2018,Instagram,personalization,English,English,55+ years,,
a100009503,1/3/2018,Facebook,personalization,English,English,0-18 years,,
a100009504,1/31/2018,Facebook,personalization,English,English,0-18 years,,
a100009505,1/3/2018,Instagram,personalization,English,English,19-24 years,,
a100009506,1/31/2018,Instagram,personalization,English,English,19-24 years,,
a100009507,1/3/2018,Instagram,personalization,English,English,24-30 years,,
a100009508,1/31/2018,Facebook,personalization,English,English,24-30 years,,
a100009509,1/3/2018,Facebook,personalization,English,English,30-36 years,,
a100009510,1/31/2018,Instagram,personalization,English,English,30-36 years,,
a100009511,1/4/2018,Youtube,personalization,English,English,36-45 years,,
a100009512,1/31/2018,Facebook,personalization,English,English,36-45 years,,
a100009513,1/4/2018,Youtube,personalization,English,English,45-55 years,,
a100009514,1/31/2018,Instagram,personalization,English,English,45-55 years,,
a100009515,1/4/2018,Youtube,personalization,English,English,55+ years,,
a100009516,1/31/2018,Facebook,personalization,English,English,55+ years,,
a100009517,1/4/2018,Youtube,personalization,English,English,0-18 years,,
a100009518,1/31/2018,Instagram,personalization,English,English,0-18 years,,
a100009519,1/4/2018,LinkedIn,personalization,English,English,19-24 years,,
a100009520,1/31/2018,Facebook,personalization,English,English,19-24 years,,
a100009521,1/4/2018,Youtube,personalization,English,English,24-30 years,,
a100009522,1/31/2018,Instagram,personalization,English,English,24-30 years,,
a100009523,1/4/2018,Youtube,personalization,English,English,30-36 years,,
a100009524,1/31/2018,Facebook,personalization,English,English,30-36 years,,
a100009525,1/5/2018,Youtube,personalization,English,English,36-45 years,,
a100009526,1/31/2018,Instagram,personalization,English,English,36-45 years,,
a100009527,1/5/2018,LinkedIn,personalization,English,English,45-55 years,,
a100009528,1/31/2018,Facebook,personalization,English,English,45-55 years,,
a100009529,1/5/2018,Facebook,personalization,English,English,55+ years,,
a100009530,1/31/2018,Instagram,personalization,English,English,55+ years,,
a100009531,1/5/2018,Instagram,personalization,English,English,0-18 years,,
a100009532,1/31/2018,Facebook,personalization,English,English,0-18 years,,
a100009533,1/5/2018,Instagram,personalization,English,English,19-24 years,,
a100009534,1/31/2018,Instagram,personalization,English,English,19-24 years,,
a100009535,1/5/2018,Facebook,personalization,English,English,24-30 years,,
a100009536,1/31/2018,LinkedIn,personalization,English,English,24-30 years,,
a100009537,1/5/2018,Youtube,personalization,English,English,30-36 years,,
a100009538,1/31/2018,Instagram,personalization,English,English,30-36 years,,
a100009539,1/6/2018,Youtube,personalization,English,English,36-45 years,,
a100009540,1/6/2018,Youtube,personalization,English,English,45-55 years,,
a100009541,1/6/2018,Youtube,personalization,English,English,55+ years,,
a100009542,1/6/2018,LinkedIn,personalization,English,English,0-18 years,,
a100009543,1/6/2018,Youtube,personalization,English,English,19-24 years,,
a100009544,1/6/2018,Youtube,personalization,English,English,24-30 years,,
a100009545,1/6/2018,Youtube,personalization,English,English,30-36 years,,
a100009546,1/7/2018,LinkedIn,personalization,English,English,36-45 years,,
a100009547,1/7/2018,Facebook,personalization,English,English,45-55 years,,
a100009548,1/7/2018,Instagram,personalization,English,English,55+ years,,
a100009549,1/7/2018,Instagram,personalization,English,English,0-18 years,,
a100009550,1/7/2018,Facebook,personalization,English,English,19-24 years,,
a100009551,1/7/2018,Youtube,personalization,English,English,24-30 years,,
a100009552,1/8/2018,Youtube,personalization,English,English,30-36 years,,
a100009553,1/8/2018,Youtube,personalization,English,English,36-45 years,,
a100009554,1/8/2018,Youtube,personalization,English,English,45-55 years,,
a100009555,1/8/2018,LinkedIn,personalization,English,English,55+ years,,
a100009556,1/8/2018,Youtube,personalization,English,English,0-18 years,,
a100009557,1/8/2018,Youtube,personalization,English,English,19-24 years,,
a100009558,1/8/2018,Youtube,personalization,English,English,24-30 years,,
a100009559,1/9/2018,LinkedIn,personalization,English,English,30-36 years,,
a100009560,1/9/2018,Facebook,personalization,English,English,36-45 years,,
a100009561,1/9/2018,Instagram,personalization,English,English,45-55 years,,
a100009562,1/9/2018,Instagram,personalization,English,English,55+ years,,
a100009563,1/9/2018,Facebook,personalization,English,English,0-18 years,,
a100009564,1/9/2018,Youtube,personalization,English,English,19-24 years,,
a100009565,1/9/2018,Youtube,personalization,English,English,24-30 years,,
a100009566,1/10/2018,Youtube,personalization,English,English,30-36 years,,
a100009567,1/10/2018,Youtube,personalization,English,English,36-45 years,,
a100009568,1/10/2018,LinkedIn,personalization,English,English,45-55 years,,
a100009569,1/10/2018,Youtube,personalization,English,English,55+ years,,
a100009570,1/10/2018,Youtube,personalization,English,English,0-18 years,,
a100009571,1/10/2018,Youtube,personalization,English,English,19-24 years,,
a100009572,1/10/2018,LinkedIn,personalization,English,English,24-30 years,,
a100009573,1/11/2018,Facebook,personalization,English,English,30-36 years,,
a100009574,1/11/2018,Instagram,personalization,English,English,36-45 years,,
a100009575,1/11/2018,Instagram,personalization,English,English,45-55 years,,
a100009576,1/11/2018,Facebook,personalization,English,English,55+ years,,
